au mi stali bu'u lo zdani gi'e nai kansa le nakni	I'd rather stay at home than come with him.
mi ba bevri	I will bring it.
ba'a lo mi mamta ca zvati le zdani	I expect my mother to be at home now.
ba'a le mi pendo pu jinga	I expect my friend to have won.
ba'a cu'i lo se klani be lo sovda cu lacri lo tcika lo nu lo jipci cu jai gau cfari	In my experience, the number of eggs depends on when a hen starts.
ba'a nai do na nelci lo laldo prenu	As I remember, you don't like old people.
mi djuno lo du'u ma kau darxi ba'e la alis	I know who hit ALICE (not someone else).
vajni ba'e mi	It's important for ME.
mi ba'o citka lo plise	I have eaten an apple.
mi'o ba'o tavla	We are done talking.
mi ba'o xagji	I'm no longer hungry.
do no ba'u roi jimpe fi mi	You never understand me.
le pa tadni pu no ba'u cu'i roi jimpe lo ve ciksi be fo mi	The student literally never understood my explanations.
le terdi cu barda ba'u nai	The Earth is big, to put it mildly.
ko na cladu bacru	Don't talk loud.
le nakni pu bacru lu pa no li'u	He said "Ten".
ma jdima lo badna poi kilto lo grake	How much is the kilo of bananas?
mi pu badri lo nu mi pu permite le fetsi lo ka zukte ma kau	I was sad of what I had allowed her to do.
mi pu stali bu'u lo zdani bai lo ka bilma	I stayed at home forced by my illness.
mi bajra vi'i lo mitre be li ci ki'o	I ran three thousands meters.
xu do su'o roi senva lo ka bajra lo jdika grana lo xance be do	Have you ever dreamt of running on your hands on a narrow rod?
ti bakfu lo se dunda lo dasri	This is a gift packed with a ribbon into a bundle.
mu bakni cu zvati lo purdi	There are five cows in the garden.
mi xebni lo bakri i ki'u bo ri punji lo purmo lo xance	I hate chalk. It leaves powder on hands.
ko bevri lo baktu be lo festi fo lo dinju	Take the pail of bucket out of the house.
ra pu sombo lo balji be lo flora lo purdi	She planted the flower bulb in the garden.
loi litru ca'o zgana lo melbi nu muvdu fa lo balnema	The tourists are watching the graceful movement of a baleen whale.
mi cpana lo balni be lo mi zdani	I am on the balcony of my home.
i lo jvinu be fi lo balni cu melbi	The view from the balcony is beautiful.
lo balre be lo dakfu cu kinli	The blade of the knife is sharp.
lo nu la kevin cu cliva pu balvi lo nu mi tsuku le xotli	Kevin left, and that happened after my arrival to the hotel.
le nixli cu nelci ta noi bambola	The girl likes that doll.
le bambu cu torni lo brife	Bamboo bends before the wind.
da lalxu gi'e bancu lo tcadu	There is a lake beyond the city.
lo tai fasnu cu bancu lo se kakne be mi	Such things are beyond my powers.
lo zdani cu bancu lo vu tricu ti lo ka darno ti	The house is beyond those trees from here in how far it is from here.
lo brife je lo carvi cu bandu le dinju lo ka jelca	Wind and rain protect the house from burning.
lo remna cu simsa lo banfi la ka se tarmi	Humans look like amphibians.
xu do pilno la lojban lo ka tavla	Do you speak Lojban?
zoi ry.привет.ry. se bangu lo rusko	"привет" is a Russian text.
le nanmu pu pilno lo bangu be fi lo mabla	The man used dirty language.
le xamsi cu banli lo ka se jvinu ma kau le kumfa be le xotli	The sea looks magnificent from the hotel room.
i le spati ca'o banro lo tricu lo se katna jimca	The plant is growing into a tree from a cut off branch.
ti banxa lo gugde lo ka canja fo lo kagni i je to'u ti banxa fi lo kagni	This bank owned by stated works with companies, in short, this is a commercial bank.
lo nu mi se bangu la lojban na banzu lo nu jimpe do	My level of speaking Lojban isn't enough to understand you.
lo nu do ca klama cu da'i banzu lo nu do tsuku ca le se tcika	Leaving now would be enough for you to arrive on time.
banzu lo se djica be mi	It's enough for me.
lo tcima pu bapli lo nu le nakni cu stali lo zdani	The violent weather forced him to stay at home.
lo snuti pu bapli lo nu le prenu cu zenba co jundi	The accident convinced him to be more careful.
lo tanxe pu barda lo ka se canlu	The box occupied large space.
lo nu penmi pu barda lo ka se ditcu	The meeting lasted for a large amount of time.
lei tricu cu bargu lo dargu	The trees form an arch over the road.
ti barja lo ckafi lo litru	This is a bar serving coffee to tourists.
le barna be le kamju cu flalu barna le dargu	The mark on the pillar is a road sign.
ei mi klama lo bartu be lo zdani	I should go out.
mi pu basna lo nu lo nu ca'o gunka cu vajni vau lo ka cladu cusku	I emphasized the importance of continuing to work by saying it aloud.
ma ba basti do	Who will replace you?
lo gerku pu batci mi re'o lo tuple	The dog bit me in the leg.
ra pu ru'e jgari lo batke be lo kosta pe vo'a	He was holding a button of his coat.
mi tavla bau la lojban	I talk in Lojban language.
ko klama ca lo bavlamdei	Come tomorrow!
ca lo bavlamdei be lo nu mi tsuku vau mi co'a ganse lo cizra	On the day following my arrival I started feeling something strange.
lo bavmi cu ralju se cupra bu'u	Barley is the main product here.
lo tixnu be mi cu melbi	My daughter is pretty.
be'e lo nobli do mulno xu	Pardon, Sir/Madam, are you finished?
be'e pendo	Hello, are you still there, friend?
ti me lo se dunda ne be'i la kevin	This a present sent by Kevin.
u'i be'u ko skicu lo drata lisri	Hehe, not that funny, tell me another story.
ui be'u cu'i do bevri re verba mlatu noi mi pu djica	Yay, you brought the two kittens whom I wanted.
u'i be'u nai ba'a mi ca farlu lo loldi	Ha-ha-ha, so funny, I can't laugh anymore, I might fall down to the floor now.
ko na bebna lo ka fe da ca'o cusku	Don't be silly in repeating the same.
lo bekpi be mi za'o se cortu	My back still hurts.
mi nelci lo bemro tumla	I like North American lands.
mi cmima lo bende be lo stati prenu bei la robin bei te fi'e lo ka tadni la lojban	I am a member of a team of smart people led by Robin and learning Lojban.
mi ba benji lo xatra do fu la internet fo lo skami pe lo mi zdani	I will send you a letter via the internet from my home computer.
lo gunka pu benji lo sinxa lo drata gunka lo galtu lo sance	A worker sent a sound signal to another worker from the above.
mi se bersa re da	I have two sons.
lo za'u purdi be fi lo grute cu berti le tcadu	Fruit gardens are to the north of the city.
ro remna da se besna	All humans have brains.
lo betfu be mi cu se cortu	My belly hurts.
ti ciblu na je betka	It's not blood. It's beet.
pu betri le nakni fa lo ka co'u se bersa pa da	It was a tragedy for him to lose his only son.
mi pu bevri lo patxu be lo nudle fu'e ta'o fi lo purdi fo lo nu jukpa vau kumfa fu lo rokci dargu fu'o	I carried a bowl of noodles (to the garden from the kitchen via a rocky road).
la kevin pu bevri lo gerku lo zdani	Kevin brought a dog home.
mi pu bevri lo fonxa fo lo daski	I took the phone out of the pocket.
bi flora ca zvati le purdi	There are 9 pencils that I use.
mi sanli lo dinju bi'i lo rirxe	I am standing between a house and a river.
mi gunka de'i li cy bi bi'o li cy pa ze	I work from 8 to 17 o'clock.
lo bi'u nai nixli pu klama lo panka i bi'u le nixli ca tavla lo nanla bu'u le panka	That girl (mentioned earlier), she went to a park. What is new is that she is talking to a boy there.
mu bidju pu zvati ti	There were five pebbles here.
lo bifce cu vofli ne'a lo flora	Bees are flying near the flowers.
lo carvi pu bikla ta'i lo ka janli lo canko	The rain whipped against the window.
mi bilga lo ka jai gau volta fai lo vi cukta ca lo cabdei vau lo pu se nupre be mi	I must return this book today fulfilling my earlier promise.
ra pu terpa lo ka co'a bilma fi la zukam	She was afraid to catch a cold.
mi bilma lo ka cortu lo denci vau lo influ'enza	I've got the flu and my teeth hurt.
lo kagni cu binra lo se esporte lo xrani lo ka pleji lo jdini	The company insures the sportsman against injuries by paying money as an insurance.
ba zi ku mi binxo lo gleki	Soon I will become happy.
do pu binxo lo lazni	You became lazy.
ti birje lo badna	This is banana beer.
ra jai se torni lo birka be mi	She twisted my arm.
mi birti lo du'u do ba snada	I am sure you will succeed.
xu do mo'u jai gau birti fai loi rirni lo nu le nu litru na ckape	Have you persuaded your parents that the journey wouldn't be dangerous?
au mi viska lo bisli cmana	I'd like to see ice mountains.
lo bitmu be lo purdi ce lo foldi cu rotsu	The fence between the garden and the field is thick.
pa lo vi bitmu be le malsi cu sinxa lo pu nu le gugde cu vlipa	One of these walls of the temple is a sign of the past power of the country.
le vreji cu bitni lo kilto	The file is 1000 bit.
lo denci be le fetsi pu blabi	Her teeth were white.
le kabri cu blaci	The cup is made of glass.
lo tsani cu blanu ca lo cabdei	The sky is blue today.
lo blato cu mipri lo nei ca lo donri	Cockroaches hide themselves during daytime.
le dinju cu te zbasu lo rokci bliku	The house is built of stone blocks.
lo blondine nixli pu tsuku te zu'e lo ka penmi do	A girl with blond hair arrived to meet you.
mi pu ca'o se bloti lo te falnu	I was a passenger on a sailboat.
mi pu penmi lo drata merko bo jbopre	I met another American Lojbanist.
ko catlu lo cmalu ractu kevna	Look at a hole of small rabbits.
ko catlu lo cmalu ractu bo kevna	Look at a rabbit hole that it small.
mi pu plipe i ja'e bo mi pu kuspe lo drudi	I jumped so that I reached the roof.
la tom pu bilma gi'e ja'e bo pu na kakne lo ka klama	Tom was ill and that's why couldn't come.
mi e ba bo do klama lo nenri	First I, then you enter.
mi pu citka ci boi ro moi jbari	I ate three last berries.
lo bolci pu gunro fe'e mo'u lo flu'ente	The ball rolled into the stream.
le bombila cu spofu	The light bulb is broken.
mi pu darxi lo mi bongu be lo tuple se pi'o lo grana	I hit my leg bone with a stick.
ti boske lo clani tricu ce lo kliti dertu	This is a forest of long trees and clay loams.
lo botpi be lo birje cu blaci	Bottles of beer are made of glass.
mi ba bevri lo boxfo do	I will bring you a blanket.
da pu barda boxna lo xamsi	There was a big wave in the sea.
lo tance be mi mi bradi lo nu mi troci lo ka pilno le tance lo ka bacru lo lojbo valsi	My tongue is my enemy when I'm trying to use it to utter Lojban words.
ju'o cu'i lo bramlatu cu se zdani le tutra	Big cats may inhabit this area.
le bratu pu vlile	The hailstorm was violent.
le finti cu brazo	The author is Brazilian.
mi bredi lo ka cadzu ka'ai do	I am ready to walk with you.
lu ma nuzba li'u bridi	"What's up?" is a clause.
lu mi dunda ti do li'u bridi lo ka dunda vau mi ce'o ti ce'o do	"I give this to you" is a clause with the main verb "give" and sequential places "I","this","you".
lu mi prami do li'u bridi lo ka ce'u prami ce'u vau mi ce'o do	"I love you" is a clause with the main verb "someone loves someone" and sequential places "I","you".
oi lo brife be lo berti cu du'e roi carmi	Oh, the northern wind is too strong.
ti briju le mikce	This is the doctor's office.
mi pu klama cei broda lo zarci i ba bo mi ze'a sipna i xu do ba broda	I went to the market, and then I slept. Will you go to the market?
la alis mo'u citka cei brode lo pa plise i je la kevin cu brode	Alice has eaten up an apple. And Kevin ate an apple too.
la alis cu zbasu cei brodi lo pixra i mi na brodi	Alice draw pictures. I don't.
ma pu renro cei brodo lo rokci i mu'a mi pu na brodo	Who threw the rock? For example, I didn't.
ti gusta lo se nelci be mi cei brodu i ku'i fa ji'a lo mamta be mi cu zbasu lo brodu	This restaurant serves the food that I like. However, my mother as well makes the food that I like.
do bruna mi lo ka se mamta	You are my brother since we are born from the same mother.
doi la alis do te rai nelci lo blondine ji lo brunete	Alice, whom do you like more, blondes or brunets?
mi pilno la'e me'o vy bu vy bu vy bu	I use WWW.
la alis pu klama lo zarci i je ku'i mi na djuno lo du'u la alis pu te vecnu ma kau	Alice went to a store, but I don't know what A (Alice) bought there.
fau lo nu do djica lo nu bu'a cu bu'a gau ko	If there is something you want to happen, make it happen.
pa bu'a pa bu'e pa bu'i zo'u lo nu bu'a ka'e se jalge lo nu bu'e ca lo nu bu'i	There is an event X, an event Y and event Z such that X can lead to Y during Z.
pa bu'a pa bu'e pa bu'i zo'u lo nu bu'a ka'e se jalge lo nu bu'e ca lo nu bu'i	There is an event X, an event Y and event Z such that X can lead to Y during Z.
za'o ku do tsuku ui bu'o	At last you arrived, and I'm happy now!
ua nai bu'o cu'i la alis cu simsa fi lo ka na zvati	What's going on, Alice is also not present.
u'i bu'o nai mi di'a gunka	Enough laughing, I'm back to work.
mi xabju ze'a lo nanca be li ci lo bu'u dinju	I've been living for three years in this house.
le verba ca sipna bu'u le kumfa	The child is now sleeping in the room.
xu do budjo	Are you a Buddhist?
lo bukpu cu cpana lo jubme	The cloth is on the table.
lo xamsi cu bumru lo lenku dirgo	The sea is covered by a fog of cold drops.
lo vi tanxe cu bunda li pa no lo ka ki'ogra	This box is 10 kilograms in weight.
lo bunre gerku pu tolcri lo blabi ractu	The brown dog found a white rabbit.
ti burcu lo nu punji lo cinta vau lo cmalu	This is a brush for painting with small bristles.
xu do burna lo ka pilno la lojban	Are you disconcerted of using Lojban?
loi rirni pu zvati lo barja i ca bo loi verba cu kansa no da bu'u lo zdani	The parents were in the bar; meanwhile the children were alone at home.
ko smaji ca lo nu mi tavla	Be quite while I'm talking.
ca lo ka cinmo lo ka kansa no da vau do ko'oi morji lo se gleki be mi'o mokca	When you feel lonely, remember the happy moments we had together.
mi ca'a limna	I'm actually swimming.
la kevin ca ca'a jatna	Kevin is now acting as a captain.
ca'e do zutse va	You sit there!
ca'e do klama ka'ai mi	You go with me!
ca'e lo se gunka cu mulno	The work is hereby done.
ca'e gusni	Let there be light!
le verba ca'o citka	The child is eating.
lo snime cu mitre li pa ca'u lo do vorme	There is snow one meter thick in front of your door.
lo cabdei cu detri li jy dy ze	Today is Sunday.
lo xamgu fasnu cu cabna lo xlali fasnu	Good and bad events happen at the same time.
ti cabra lo ka zalvi lo gurni vau lo xance	This is a hand-controlled machine for grinding grain.
ca ku lo nicte cu cacra li mu	At this time, night is 5 hours long.
mi pu ru'i cadzu lo srasu lo jamfu ca lo nu do tsuku	I was walking on the grass on foot when you arrived.
banzu cafne fa lo nu mi vitke lo patfu be mi	It's quite often that I visit my father.
ti cagna lo moklu be le nakni lo pu se zvati be lo denci lo nu lo mikce mo'u vimcu le denci	This is a wound in his mouth at the place where there was a tooth removed by a doctor.
oi cai	Ah, pain, I'm going to lose consciousness now!!!
mi nelci lo blabi cakla ne se mau lo manku cakla	I prefer white chocolate to dark chocolate.
mi nitcu lo calku be lo stedu	I need a head helmet.
do canci lo jvinu be fi mi	You disappeared from my view.
ti cange lo barda tumla lo mensi be mi lo vanjba	This is a farm covering a large parcel of land; it's kept by my sister and produces grapes.
e'u mi canja lo bidju lo ka jarco lo tatru be do mi vau do	Let me give you these beads in exchange that you show me your breast.
lo canko be lo karce cu kalri	The window in the car is open.
lo canlu be lo purdi cu barda	The garden occupies a large space.
ti canpa lo nu kakpa lo dertu vau ji lo nu katna lo genja	Is this spade for digging ground or for cutting roots?
mi pu tolcri lo jamfu prina be lo canre	I found some footprints in the sand.
mi pu se nandu lo ka cadzu lo canre poi gunma lo cmalu rokci	It was hard for me to walk on the sand made of small stones.
lo jurme co'a xabju lo canti be lo cifnu ba zi lo nu ri jbena	Bacteria colonize the intestines of a child soon after it is born.
mi sazri lo carce be lo karce	I am driving a car transporter.
ei do carmi lo ka tadni	You should study hard.
ti noi bombila cu carmi lo ka te gusni	This light bulb gives a bright light.
ko carna fe'e mo'u lo pritu	Turn right.
ko pritu carna	Turn right.
lo xislu pu carna lo grana lo zunle ma'i lo galtu	The wheel was rotating around the rod counterclockwise when viewed from above.
ti cartu lo fange tcadu lo dargu	This is a map showing roads of an alien city.
gau ko zgana fa mi lo cartu be lo nu'o se zvati be mi'o	Show me a map of a place where you and I haven't been.
ca ca'o carvi	It's raining.
lo snime pu carmi carvi lo lalxu lo barda dilnu	It was snowing hard onto the lake from a large cloud.
le fetsi ce mi pu casnu pa arte	She and I discussed a piece of art.
ko catke la'e me'o so pa pa	Dial 911!
le nixli pu catke le nanla re'o lo stedu be ri	The girl pushed the boy on his head.
ko catlu mi	Look at me.
mi co'a catni lo ka te cange ti vau lo ka te permite mi lo patfu be mi	The authority to be a farmer on this land has been given to me by my father.
le nakni cu kakne lo ka catra re cipni se pi'o pa rokci	He can kill two birds with one stone.
mi caucni do	I miss you.
ti noi lalxu cu caxno lo ka tsuku lo loldi be ce'u vau lo sefta	This lake is shallow in reaching the bottom from the surface.
do ce mi casnu lo za'u bangu	You and I discussed languages.
ji'i mu no ce'i lo remna cu ninmu	Approximately 50% of humans are women.
li pa ce'o li re ce'o li ci cu porsi	1,2,3 is a sequence.
mi nitcu lo ka da tavla ce'u	I need someone to talk to me.
ti cecla lo fagri	This is a fire gun.
lo cecmu be lo cipni mo'u muvdu lo vi tcadu	A colony of birds moved to this city.
lo cabna cu cedra lo nu pilno lo skami	These days are the era of using computers.
mi ba klama cei broda lo zarci i au do broda	I will go to the store. I'd like you go there too.
do cenba lo ka ma kau se cpedu vau lo barda	Your demands vary to much degree.
lo bu'u tcadu cu censa ro lo prenu pe vi	This city is holy to all people here.
lo vi tcadu cu centero lo gugde	This city is in the center of the country.
le insekto cu centi be lo mitre lo ka clani	The insect is 1 centimeter long.
mi cerda lo dinju lo patfu be mi lo se djica be ri	I inherited the house from my father according to his will.
mi ba klama lo boske ca lo cermurse be lo bavlamdei	I will go to forest tomorrow at dawn.
cerni coi	Good morning!
ti cerni lo cnino djedi	It is the morning of a new day.
fau ei ro da mi se zu'e se marvele lo nu le prenu se la'u li xo kau certu lo ka limna	I cannot but wonder at his skill in swimming.
do cevni mi lo nu carvi	You are a god of rain for me.
de'i li cy xo lo se tigni cu cfari	At what time does the performance begin?
la'e lu la lunra cu kusru turni li'u cfika lo logji bangu	 'The Moon is a harsh mistress' is a fiction about logical languages.
mi se cfila lo nu lo drata cu xanka	I have my faults making other nervous.
mi pu setca lo cfine lo loldi te zu'e lo nu lo vorme co'a kalri	I drove the wedge into the floor so that the door was open.
zo zabna jai cfipu mi fai lo ka se smuni	To me "zabna" is confusing in meaning.
do je'a xu se cfipu lo ka cuxna lo ka zukte ma kau	Are you really confused of deciding what to do?
ci delfinu ca limna ne'a lo korbi	There are three dolphins swimming near the shore.
ma se sinxa lo vi ci'angulo	What does this triangle signify?
ci'e la internet lo vrici prenu ka'e jikca zu'ai	In the system of the internet, various people can socialize with each other.
ci'i da te cuxna	There is an infinite number of possibilities.
ci'i da te cuxna fi pa prenu i je ci'i re da te cuxna fi re prenu	There is an infinite number of possibilities for one man, and twice as many for two men.
lo ciblu be mi cu klesi li a bu ma'u bu	My blood type is A positive.
lo vanci tsani co'a cicna	The evening sky became turquoise.
lo rectu na cidja lo xirma	Meat is not a food for horses.
mi nelci lo jungo cidja	I like Chinese food.
lo cidni be lo tuple be mi cu se xrani	My knee is injured.
lo cidro cu linto traji se ratni	Hydrogen is the lightest element.
xu lo cifnu xa'o jimpe lo lojbo se smusku	Does the infant understand Lojban yet?
ti cigla lo xasne lo remna	This human gland secrets sweat.
xu su'o lo do cikna	Is any of you awake?
mi pu co'a clira cikna	I got up early.
ko jai gau cikna fai mi de'i li cy bi	Wake me up at 8.
mi cikre lo spofu stizu lo ka ka'e se zutse	I repair the chair so that one can sit on it.
mi pu ciksi fi lo ctuca fe lo nu mi na zvati lo nu penmi vau fo lo nu mi na pu djuno lo du'u ei mi zvati nu bu	I explained to the teacher my absence at the meeting that I didn't know that I should've been there.
lo vi foldi cu cilce	This field is untamed.
ra sazri lo cilce xirma	He rides an untamed horse.
ko lumci lo canko se pi'o lo cilmo bukpu	Clean the window with a damp cloth.
mi cilre fi la lojban	I learn Lojban.
mi pu cilre lo du'u lo remna na smani	I learnt that humans are not monkeys.
mi tcidu mu'i lo ka cilre	I read in order to learn.
mi pu katna lo cilta ci da	I cut the wire into three pieces.
lo mitre be li re cu cimde lo kumfa lo ka clani	Two meters is the dimension of the room in length.
si'au lo nu penmi cu cimni lo ka ditcu	It seems to me, the meeting will never end.
le munje ci cimni lo ka se canlu	The world is infinite in space.
mi pu cinba le fetsi re'o lo kerlo	I kissed her in the ear.
xu da cindu bu'u le cmana	Are there oak trees on the mountain?
mi pu se spaji lo ka viska lo cinfo	I was surprised to see a lion.
da cinje lo bukpu	There are creases in the cloth.
gau ko ri xutla	Smooth out it.
lo insekto cu cinki	Insects are arthropods.
le ninmu cu cinla lo ka se tuple	The woman has thin legs.
mi cinmo lo ka gleki vau lo nu mi'o simxu tavla bau la lojban	I feel happy that we talk in Lojban.
ma se cinri lo nu ca ma kau le fetsi co'a speni	Who cares when she gets married?
mi se cinri lo nu xu kau ei mi cusku fi la alis fe lo se du'u mi pu zi zukte ma kau	I wonder if I should tell Alice what I just did.
mi pu punji lo cinta be lo kliti bei lo sovda le bitmu	I put an oil paint (with clay as a pigment) on to the wall.
lo cintura be do cu klani ma lo ka clani	What is the length of your waist?
ko jgari lo cinza be lo nu jukpa bei lo glare	Take chopsticks for cooking hot food.
le pa cipni ca'o vofli	The bird is flying.
lo nu catlu lo kanla be do cu cipra lo nu do stace se la'u li xo kau	To look into your eyes is a test of your sincerity.
mi pu gasnu lo cipra be tu'a le karce	I tested the car.
ba zi ku mi jai se cipra	I will have a test soon.
mi cirko lo ka kakne lo ka sazri lo xirma vau lo ka xabju lo tcadu	I lost my ability to ride a horse while living in the city.
mi pu ciska lo cirkulo	I drew a circle.
xu do djica tu'a lo cirla	Would you like cheese?
mi ba ciska lu coi munje li'u lo pelji	I will write "Hello, world!" on the paper.
se ja'e ma do cisma	Why are you smiling?
lo kibro cu ciste lo se tcana be lo skami poi se pi'o ce'u lo prenu cu jikca	The internet is a system with computer nodes, using which people communicate.
mi mo'u citka lo pa badna je lo re mango	I've eaten a banana and two mangoes.
le nixli cu citno lo ka lifri ma kau	The girl is young in how much she experienced.
mi tadni lo citri be le kagni bei lo cnino lanli	I'm studying the history of the company according to new analysts.
ca citsi lo nu carvi vau lo pa no no mu moi	Now it's the season of rains of year 2005.
vi ku lo dunra cu citsi lo nu lenku	Here, winter is a cold season.
xu lo civla be fi lo gerku cu ckape lo remna	Are dog louses dangerous to humans?
le valsi cu cizra mi lo ka se smuni	The word is strange to me in meaning.
cizra fa lo nu la tom na zvati	It's strange that Tom is not present.
lo bolci poi ckabu cu plipe ri'a lo ka pruni	A rubber ball jumps because it is elastic.
do pinxe lo ckafi ji lo tcati	Will you drink coffee or tea?
le prenu na simlu gi'e ku'i ja'a ckaji lo ka ninmu	The person doesn't look like a woman but she is.
le ka masno bacru cu se ckaji le va nanmu	Slow speech is the characteristic of that man.
au mi vreta lo ckana	I want to lie down on the bed.
ka'e ckape lo nu do kanro vau fa lo nu do zukte lo se stidi be la kevin	It can be dangerous for your health to do what Kevin suggested.
do jai se ckape fai lo ka co'a bilma	You are at risk of getting ill.
lo pendo pu ckasu mi lo ka cadzu tai ma kau vau lo ka cusku lo mabla	A friend mocked at the manner I walk by saying bad words.
lo mi mamta pu ckeji lo nu mi tarti ma kau vau loi prenu	My mother was ashamed of my conduct in front of the crowd.
i ti ckiku lo xunre vorme i ma ckiku lo do jaspu	What is the password to your account?
mi mo'u cirko lo pe mi ckiku	I lost my keys.
lo ka mitre ma kau cu ckilu lo ka te sepli ma kau ma kau	Metric scale measures the distance between two points.
mi na jimpe lo te ckini be lo panci bei lo se vecnu be fi do	I don't understand the relation between the smell and your purchase.
ti'e lo sance cu ckini lo barda mabru lo ka ce'u cupra ce'u fau lo nu ri pagre ti	They say the sound is related to a large mammal that produces it while passing here.
lo nu da'i mi pu zvati la nipon cu ckini fi no da	The fact that I was in Japan is totally irrelevant.
mi ckire do lo ka sidju mi	Thank you for helping me.
ckire fi lo balvi	Thanks in advance.
ti ckule lo bu'u gugde lo ve mikce lo citno tadni	This is a medical school serving in this area teaching therapy methods to young students.
mi ve ckule fi lo ralju	I'm in primary school.
xu lo tsiju be lo vi ckunu cu kukte	Are pine nuts of this conifer tasty?
lo zgike cu cladu ke ji'a lo bu'u kumfa	The music is loud even when you are in this room.
i la tom cu clani lo ka sraji	Tom is tall.
le cmana cu clani	The mountain is high.
le nu penmi pu clani lo ka se ditcu	The meeting was long.
clani lo ka mitre li re	The length is two meters.
mi claxu lo ka djica lo ka citka	I lack the desire to eat.
si'au do claxu lo ka cinmo da	Looks like you lack any emotions.
mi claxu lo penbi	I don't have a pen.
ti clika fi lo rokci	This is moss growing on rocks.
lo nu la alis pu cliva lo briju cu clira lo sruma be mi	Alice leaving the office was early according to my assumption.
do pu na clite lo ka cusku lo se du'u le ctuca na drani	You wasn't polite in saying that the teacher isn't right.
ra pu cliva lo kumfa lo canko	He left the room via a window.
ko jai se torni lo skori ja'e lo nu ri clupa	Twist the rope into a loop.
mi tadni lo cmaci be lo klani	I study arithmetic (mathematics of quantity).
lo nu penmi ba cmalu lo ka ditcu	The meeting will be short in duration.
lo cukta cu cmalu lo ka jai vajni	The book is of little importance.
so'i da cmana lo vi tumla	This land has a lot of mountains.
zo ka cmavo ma'oi nu	"ka" is a grammatical particle of class "NU" (clause prefix)
ma jetnu cmene do	What is your real name?
mi se cmene zo gleki	My name is Gleki.
lo bruna cu te cmene mi zo ractu	My brother calls me "Rabbit"
zo lojban cmevla	"Lojban" is cmevla.
ra pu co'a cmila	She started laughing.
mi cmima lo kamni pe le gugde	I am a member of a state committee.
i le prenu pu cmoni zo a lo ka gleki	The person uttered "A!" expressing his happiness.
lo ki'ogra be li ci cu cnano lo ka se junta vau lo ca zi jbena	3 kilograms is a normal weight of newborns.
lo cnebo be lo za'u vi ninmu cu clani	These women have long necks.
mi pu cnemu le gerku lo ka bevri lo grana lo ka dunda lo sakta le gerku	I rewarded the dog for bringing the stick by giving it sugar.
lo kerfa cu cnici lo ka se ganzu fi lo carmi	The hair is neat in being organized into a shining part.
lo mi pendo co'a cnino mi lo ka kakne lo ka zgipli lo pipno	My friend appeared new to me in being able to play the piano.
cnino fa no cnita be le lunra	Nothing is new under the Moon (saying).
ra pu troci lo ka zbasu lo solji lo cnisa	He tried to make gold out of lead.
lo pelji cu cnita lo cukta	The paper is below the book.
lu lo ractu co melbi li'u du lu lo melbi ractu li'u	"The pretty bunny" is the same as "bunny, the pretty".
pu co'a ru'i carvi	It started raining.
le plise co'a fusra	The apple has begun to decay.
co'a pelxu	It's turning yellow.
mu'i ma do co'e mi	Why are you doing this to me?
za'o co'e	It's going on for too long.
ei do troci lo ka co'e bu'u lo drata	You should try it somewhere else.
